text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
Guru Besar Hukum Pidana Universitas Padjajaran Prof Romli Atmasasmita mengatakan bobot kesaksian Bharada Richard Eliezer Pudihang Lumiu Bharada E besar jika dibandingkan,positif,"['guru', 'besar', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'mengatakan', 'bobot', 'kesaksian', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'bharada', 'e', 'besar', 'jika', 'dibandingkan']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'kesaksian', 'richard', 'pudihang', 'lumiu', 'dibandingkan']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'kesaksian', 'richard', 'pudihang', 'lumiu', 'dibandingkan']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'saksi', 'richard', 'pudihang', 'lumiu', 'banding']",guru hukum pidana universitas padjajaran prof romli atmasasmita bobot saksi richard pudihang lumiu banding
"Langkah Kuat Maruf Laporkan Hakim Wahyu KY Dinilai Tepat Chairul Huda Hakim Tidak Profesional
via",positif,"['langkah', 'kuat', 'maruf', 'laporkan', 'hakim', 'wahyu', 'ky', 'dinilai', 'tepat', 'chairul', 'huda', 'hakim', 'tidak', 'profesional', 'via']","['langkah', 'kuat', 'laporkan', 'wahyu', 'ky', 'dinilai', 'chairul', 'huda', 'profesional', 'via']","['langkah', 'kuat', 'laporkan', 'wahyu', 'ky', 'dinilai', 'chairul', 'huda', 'profesional', 'via']","['langkah', 'kuat', 'lapor', 'wahyu', 'ky', 'nilai', 'chairul', 'huda', 'profesional', 'via']",langkah kuat lapor wahyu ky nilai chairul huda profesional via
Eliezer Tidak ada katakata menanyakan Apakah kamu siap memback up Yang benar saat itu Sambo memerintahkan menembak Brigadir J,negatif,"['eliezer', 'tidak', 'ada', 'katakata', 'menanyakan', 'apakah', 'kamu', 'siap', 'memback', 'up', 'yang', 'benar', 'saat', 'itu', 'sambo', 'memerintahkan', 'menembak', 'brigadir', 'j']","['katakata', 'memback', 'up', 'memerintahkan', 'menembak']","['katakata', 'memback', 'up', 'memerintahkan', 'menembak']","['katakata', 'memback', 'up', 'perintah', 'tembak']",katakata memback up perintah tembak
Terdakwa Ferdy Sambo mengaku tidak mengetahui rencana Ricky Rizal memindahkan uang Rp juta rekening Brigadir J Simak berita selengkapnya,positif,"['terdakwa', 'ferdy', 'sambo', 'mengaku', 'tidak', 'mengetahui', 'rencana', 'ricky', 'rizal', 'memindahkan', 'uang', 'rp', 'juta', 'rekening', 'brigadir', 'j', 'simak', 'berita', 'selengkapnya']","['terdakwa', 'mengaku', 'rencana', 'ricky', 'rizal', 'memindahkan', 'uang', 'rp', 'juta', 'rekening', 'simak', 'berita', 'selengkapnya']","['terdakwa', 'mengaku', 'rencana', 'ricky', 'rizal', 'memindahkan', 'uang', 'rp', 'juta', 'rekening', 'simak', 'berita', 'selengkapnya']","['dakwa', 'aku', 'rencana', 'ricky', 'rizal', 'pindah', 'uang', 'rp', 'juta', 'rekening', 'simak', 'berita', 'lengkap']",dakwa aku rencana ricky rizal pindah uang rp juta rekening simak berita lengkap
Aneh ya Model kok bisa dapat jabatan,negatif,"['aneh', 'ya', 'model', 'kok', 'bisa', 'dapat', 'jabatan']","['aneh', 'model', 'jabatan']","['aneh', 'model', 'jabatan']","['aneh', 'model', 'jabat']",aneh model jabat
Ape dibilang FS jago berbohong,negatif,"['ape', 'dibilang', 'fs', 'jago', 'berbohong']","['ape', 'dibilang', 'jago', 'berbohong']","['ape', 'dibilang', 'jago', 'berbohong']","['ape', 'bilang', 'jago', 'bohong']",ape bilang jago bohong
sangat mulia sekali mereka,positif,"['sangat', 'mulia', 'sekali', 'mereka']",['mulia'],['mulia'],['mulia'],mulia
Ferdy Sambo Dinilai Cari Simpati Berbohong Kamaruddin Dia Takut Dihukum Mati Inilah Bandung,negatif,"['ferdy', 'sambo', 'dinilai', 'cari', 'simpati', 'berbohong', 'kamaruddin', 'dia', 'takut', 'dihukum', 'mati', 'inilah', 'bandung']","['dinilai', 'cari', 'simpati', 'berbohong', 'kamaruddin', 'takut', 'dihukum', 'mati', 'bandung']","['dinilai', 'cari', 'simpati', 'berbohong', 'kamaruddin', 'takut', 'dihukum', 'mati', 'bandung']","['nilai', 'cari', 'simpati', 'bohong', 'kamaruddin', 'takut', 'hukum', 'mati', 'bandung']",nilai cari simpati bohong kamaruddin takut hukum mati bandung
waah gila sambo,negatif,"['waah', 'gila', 'sambo']","['waah', 'gila']","['waah', 'gila']","['waah', 'gila']",waah gila
Lagi pakai celana pendek Putri Candrawathi dipegangpegang bagian paha Alamak benarkah,negatif,"['lagi', 'pakai', 'celana', 'pendek', 'putri', 'candrawathi', 'dipegangpegang', 'bagian', 'paha', 'alamak', 'benarkah']","['pakai', 'celana', 'pendek', 'dipegangpegang', 'paha', 'alamak']","['pakai', 'celana', 'pendek', 'dipegangpegang', 'paha', 'alamak']","['pakai', 'celana', 'pendek', 'dipegangpegang', 'paha', 'alamak']",pakai celana pendek dipegangpegang paha alamak
